33,20,11,2
39,26,17,2
36,23,14,2
37,24,15,2
37,25,13,2
38,26,14,2
34,20,7,2
40,26,13,2
41,27,14,2
41,27,14,2
44,28,15,2
39,23,10,2
46,28,16,2
40,22,10,2
46,28,16,2
48,30,16,2
46,27,12,2
44,25,8,2
50,32,12,2
58,40,20,2
62,44,22,2
52,34,12,2
54,36,14,2
53,35,13,2
57,36,15,2
49,28,7,2
59,34,14,2
66,41,19,2
61,34,13,2
74,48,23,2
74,48,23,2
73,47,20,2
66,40,13,2
83,57,30,2
84,57,28,2
70,43,14,2
89,58,29,2
95,64,35,2
89,56,25,2
87,54,23,2
77,44,13,2
84,51,20,2
93,59,31,2
104,73,44,2
104,73,45,2
103,73,45,2
87,57,31,2
89,58,30,2
78,45,14,2
95,60,28,2
97,61,27,2
114,78,44,2
107,71,35,2
130,94,58,2
121,83,46,2
107,69,32,2
122,84,45,2
143,105,66,2
135,97,58,2
137,99,60,2
128,90,51,2
129,91,52,2
114,77,35,2
119,80,39,2
126,84,42,2
132,89,47,2
125,83,41,2
139,97,55,2
158,119,76,2
166,127,84,2
131,94,50,2
134,97,53,2
168,131,86,2
164,127,82,2
174,136,91,2
185,147,102,2
175,134,88,2
157,116,70,2
169,127,79,2
175,133,85,2
184,143,97,2
174,133,87,2
168,127,81,2
166,125,79,2
181,141,92,2
185,145,96,2
167,127,78,2
188,148,99,2
177,139,92,2
187,149,102,2
194,156,109,2
174,136,89,2
180,142,97,2
186,148,103,2
169,131,86,2
193,155,110,2
176,140,92,2
179,143,95,2
184,148,100,2
197,161,113,2
184,150,104,2
196,162,116,2
188,155,110,2
184,151,106,2
191,158,115,2
216,183,140,2
201,168,125,2
205,172,129,2
205,170,128,2
181,146,104,2
196,162,117,2
204,170,124,2
178,144,98,2
214,180,132,2
204,167,122,2
194,157,112,2
210,173,128,2
204,167,122,2
189,152,107,2
213,176,131,2
192,156,108,2
203,167,119,2
207,170,125,2
196,159,114,2
175,140,98,2
212,177,135,2
201,168,127,2
211,178,135,2
212,178,133,2
198,164,118,2
34,21,12,2
38,25,16,2
37,24,15,2
37,24,15,2
38,26,14,2
37,25,13,2
35,21,8,2
38,24,11,2
41,27,14,2
35,21,8,2
39,23,10,2
47,31,18,2
41,23,11,2
45,27,15,2
43,25,13,2
49,31,17,2
44,25,10,2
48,29,12,2
49,31,11,2
57,39,19,2
62,44,22,2
56,38,16,2
50,32,10,2
49,31,9,2
58,37,16,2
50,28,7,2
55,30,10,2
66,41,19,2
65,39,16,2
66,40,15,2
79,53,28,2
70,44,17,2
78,52,25,2
86,60,33,2
82,55,26,2
87,57,29,2
93,62,33,2
98,67,36,2
103,70,39,2
86,53,22,2
85,52,21,2
88,55,24,2
95,61,33,2
91,57,29,2
110,79,51,2
119,89,61,2
92,62,36,2
98,67,39,2
112,79,48,2
104,69,37,2
112,76,42,2
94,58,24,2
119,83,47,2
113,77,41,2
121,83,46,2
118,80,43,2
116,78,39,2
147,109,70,2
163,125,86,2
129,91,52,2
119,81,42,2
160,122,83,2
157,120,78,2
140,101,60,2
127,85,43,2
141,98,56,2
139,97,55,2
156,114,72,2
151,112,69,2
142,103,60,2
158,119,76,2
133,96,52,2
162,125,80,2
175,138,93,2
168,130,85,2
